Case,Cycle,temp_mold_init,temp_mold_final_sim,temp_mold_final_real,Error_mold,temp_gob_init,temp_gob_final_sim,temp_gob_final_real,Error_gob
56,7,402.1094372,401.715623448801,401.8038357,-0.0882122511990815,1200,1076.88195413776,1075.632639,1.24931513776096
56,8,401.8038357,401.413768005207,401.5006612,-0.0868931947933902,1200,1076.6070564138,1075.658278,0.948778413802302
56,9,401.5006612,401.114314173383,401.1998601,-0.0855459266174989,1200,1076.33383761596,1075.674378,0.659459615959349
56,10,401.1998601,400.81720889371,400.9013409,-0.0841320062904742,1200,1076.0622629837,1075.682482,0.379780983700812
56,11,400.9013409,400.522361676846,400.6050282,-0.0826665231538186,1200,1075.79226300664,1075.683666,0.108597006641276
56,12,400.6050282,400.229697940962,400.3108924,-0.0811944590381586,1200,1075.52378209537,1075.67905,-0.155267904626271
56,13,400.3108924,399.939188344201,400.0188754,-0.0796870557993543,1200,1075.25680569979,1075.669376,-0.412570300210291
56,14,400.0188754,399.650775399021,399.7289154,-0.078140000978749,1200,1074.99129306019,1075.655459,-0.664165939814438
56,15,399.7289154,399.364397967534,399.4410048,-0.0766068324655862,1200,1074.72719959301,1075.637688,-0.910488406988406
56,16,399.4410048,399.080048445176,399.1550709,-0.0750224548243068,1200,1074.46452973544,1075.616777,-1.15224726456154
56,17,399.1550709,398.797654935047,398.8710945,-0.073439564952821,1200,1074.20322824786,1075.593212,-1.38998375213669
56,18,398.8710945,398.517198381365,398.5890261,-0.0718277186352339,1200,1073.94328837342,1075.567156,-1.62386762658321
57,1,403.9979072,403.725249654742,403.7884441,-0.0631944452576363,1200,1076.34239928697,1075.059053,1.28334628697098
57,2,403.7884441,403.518264388962,403.5797062,-0.0614418110384349,1200,1076.15534200089,1075.261341,0.894001000893695
57,3,403.5797062,403.311997889344,403.3725017,-0.0605038106561437,1200,1075.9686847581,1075.387302,0.581382758098016
57,4,403.3725017,403.10724875023,403.1669134,-0.059664649770184,1200,1075.78315450732,1075.478383,0.304771507320766
57,5,403.1669134,402.904098740164,402.9629126,-0.0588138598359365,1200,1075.59883118649,1075.547599,0.0512321864869136
