Cycle,Time,T_parison,T_mold,T_gob,t_contact,t_cooling,Error,Reward
405,5424.16,991.993918,378.9616767,1123,3.866920045,4.392008755,0.303018395,-0.303018395
406,5437.52,991.993918,378.9616767,1123,3.866920045,4.392008755,0.303018394,-0.303018394
407,5450.88,991.993918,378.9616767,1123,3.866920045,4.392008755,0.303018393,-0.303018393
408,5464.24,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018393,-0.303018393
409,5477.6,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018392,-0.303018392
410,5490.96,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018392,-0.303018392
411,5504.32,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018391,-0.303018391
412,5517.68,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018391,-0.303018391
413,5531.04,991.993918,378.9616768,1123,3.866920045,4.392008755,0.30301839,-0.30301839
414,5544.4,991.993918,378.9616768,1123,3.866920045,4.392008755,0.30301839,-0.30301839
415,5557.76,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018389,-0.303018389
416,5571.12,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018389,-0.303018389
417,5584.48,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018389,-0.303018389
418,5597.84,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018388,-0.303018388
419,5611.2,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018388,-0.303018388
420,5624.56,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018388,-0.303018388
421,5637.92,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018388,-0.303018388
422,5651.28,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018387,-0.303018387
423,5664.64,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018387,-0.303018387
424,5678,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018387,-0.303018387
425,5691.36,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018387,-0.303018387
426,5704.72,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018387,-0.303018387
427,5718.08,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
428,5731.44,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
429,5744.8,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
430,5758.16,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
431,5771.52,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
432,5784.88,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
433,5798.24,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018386,-0.303018386
434,5811.6,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
435,5824.96,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
436,5838.32,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
437,5851.68,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
438,5865.04,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
439,5878.4,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
440,5891.76,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
441,5905.12,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
442,5918.48,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
443,5931.84,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
444,5945.2,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
445,5958.56,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018385,-0.303018385
446,5971.92,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
447,5985.28,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
448,5998.64,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
449,6012,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
450,6025.36,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
451,6038.72,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
452,6052.08,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
453,6065.44,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
454,6078.8,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
455,6092.16,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
456,6105.52,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
457,6118.88,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
458,6132.24,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
459,6145.6,991.993918,378.9616768,1123,3.866920045,4.392008755,0.303018384,-0.303018384
