alfa1_1,alfa1_2,alfa1_3,alfa1_4,alfa2_1,alfa2_2,alfa2_3,alfa2_4,beta1_1,beta1_2,beta1_3,beta1_4,beta2_1,beta2_2,beta2_3,beta2_4,k_settle_1,k_settle_2,k_settle_3,k_settle_4,k_counter_1,k_counter_2,k_counter_3,k_counter_4
42129.651915436611,-166.92459973220321,0.22313303268944651,-9.9449688228581481e-05,-436308.83867003769,1751.6479596887548,-2.3412658588926263,0.0010438720541648336,39718.138502471149,-169.20276089851177,0.24344415824330667,-0.00011678084930542496,-357752.39768213779,1546.5427484639004,-2.225791150599747,0.0010684586207536269,4195053.2552968897,-27634.289508977934,55.007221355098977,-0.045148666890860278,805517.63529534824,-16969.778299941187,68.686571821301072,-0.1226333783476532
41394.824909911491,-164.33836469038943,0.22016301607023081,-9.8344251860654069e-05,-427765.84472779278,1721.2221526314097,-2.3057283830009681,0.001030334705194336,39520.742902920581,-168.72500529150057,0.2433005869668321,-0.000116973632571786,-355978.77317390125,1542.3403389224186,-2.2247207477815394,0.0010703413863733385,4262763.2664482892,-28167.32980081634,56.367608356471976,-0.046294113428211658,804759.5333970394,-16967.864583245595,68.72915851087123,-0.12280834414490283
41221.076197199523,-164.0307881614317,0.22028012214437354,-9.8633755485699054e-05,-427497.70926711336,1724.1626384922056,-2.3150546557976881,0.0010369138867459809,39281.186406906694,-168.14237073109689,0.2431214692566428,-0.00011720646618752772,-353830.05455815047,1537.2309376761987,-2.2234018725556908,0.0010726283803984375,4273571.7815391608,-28288.50718366183,56.744985406489491,-0.046665864883905561,802586.54103579745,-16950.443570803618,68.717035291305365,-0.12293250844111792
41047.479661061894,-163.66968488301791,0.22025380171891129,-9.8827800674085309e-05,-426825.45737501327,1725.0054618195099,-2.3209510271158251,0.0010416898440627955,39089.32942025084,-167.69279578742498,0.24303024010801977,-0.00011743271586068735,-352038.28815633152,1532.987114170639,-2.2223762247770935,0.0010746074242532697,4244377.3534825556,-28106.513687092607,56.359006444999523,-0.04640353593245411,800443.81359076314,-16939.079861106467,68.743897485634648,-0.12314366039348079
57679.668859022669,-226.78740389899031,0.29986445565456421,-0.00013220371434900444,-582551.50856376439,2314.0013985787009,-3.0613763080451122,0.001350913418212453,37297.046456791461,-156.7643953246079,0.22271007140324173,-0.00010549640099062271,-336227.09300517663,1435.3375696829862,-2.0398358019318863,0.0009669817369317088,4008993.9169818237,-25699.753269187233,49.027800952701227,-0.039365645637625346,782995.86571077071,-16163.244090136519,62.308985973088511,-0.1075350880928545
57406.811053088866,-226.27283977003026,0.29994095126671994,-0.00013257224137855003,-580356.98169309273,2311.1044765738261,-3.0652466689441127,0.0013560302154075124,37083.996622188948,-156.26415024878952,0.22258500142002902,-0.00010571553169678831,-334237.0459738886,1430.6306398978559,-2.0385214637711471,0.00096891556487036651,4005832.6491263956,-25707.05102253129,49.097921845001906,-0.03946336680452317,782608.72798867524,-16165.076517160109,62.366805113798591,-0.10772214571225125
56847.967426121235,-224.54127669979061,0.29830121177509739,-0.00013213832702683656,-573815.10306696221,2290.199138463111,-3.0443255963209452,0.0013498002912443394,36904.13140196912,-155.83789936454923,0.22247062785530858,-0.00010589597239835102,-332574.56461164355,1426.6947056311838,-2.0374350353215505,0.00097055503177412641,3907806.8502722904,-25016.656705890142,47.472045101501635,-0.038199170914494263,781025.78259366751,-16157.854682650213,62.396615895458353,-0.10789487356315575
55885.687759941444,-221.26959265975893,0.29470998651235902,-0.00013088388269552956,-563545.28143328056,2255.0000198299531,-3.0052043109993463,0.0013358794736642414,36684.768628785387,-155.31446428571508,0.22232383940804823,-0.00010611295259827826,-330552.96867732424,1421.8858610388561,-2.0360764137177298,0.00097254145032923955,4018983.7717914432,-25856.611370495579,49.549789135983588,-0.039897394565204858,778902.39420357719,-16144.348270983115,62.406385778780077,-0.10805240445009501
55832.875849865377,-221.49873006665075,0.29560599223087536,-0.00013154473368200137,-565630.76085095108,2267.6959783037455,-3.0279337652388989,0.0013485646807780832,36508.957031304948,-154.9104338635043,0.22225310762593864,-0.00010632223374262145,-328867.58283439465,1417.8926764529788,-2.03501184235067,0.00097426264159735168,3982099.5315972939,-25625.992102866003,49.059838705351467,-0.039559677527521764,778646.37497785129,-16148.337884095381,62.470909679031251,-0.10824498740048516
83045.605659618974,-324.51676705912541,0.42532251866818171,-0.00018587298206842323,-817360.92374286056,3218.4736900742137,-4.2223367481610694,0.0018474732076393593,34272.96864568349,-142.37897286345833,0.20016112126546304,-9.3833022481774886e-05,-308825.45854428224,1304.8294935412705,-1.8351826860842593,0.00086105923035174892,3661684.9980217963,-22633.420251778443,40.479694418526719,-0.031706188211827802,741594.36578354426,-15051.516219016601,54.470342379186263,-0.090365925379973344
82638.68919702433,-323.72484372559848,0.42535038586925111,-0.00018635241077025883,-813347.31059622765,3210.7321170534997,-4.2227669466688553,0.0018523077557332304,34078.812852517702,-141.92741555899556,0.20004869039664186,-9.4026090669512355e-05,-307021.2365767397,1300.6246914939838,-1.8340670116664626,0.00086279513497715746,3654216.6055072322,-22615.179011373024,40.490392448878765,-0.031756192585911225,740364.61622567661,-15048.415550239879,54.516438080927969,-0.090548424487468582
82316.648926997557,-323.13788939925143,0.42548121770172997,-0.00018680601992548257,-811059.37112075835,3208.4808632954955,-4.228730315464361,0.0018588471877664103,33913.005346585996,-141.53617557543839,0.19993895701801989,-9.4182811667387761e-05,-305501.32037227135,1297.0688161946637,-1.8331085140928636,0.00086425834349785138,3654234.8483804241,-22641.33248318109,40.590493420702842,-0.031864951801078845,738650.25904345885,-15039.103493218368,54.531004384784751,-0.090675436229833428
80687.242439808324,-317.56268537033611,0.4192814174560624,-0.00018458760756346476,-791365.94193762913,3139.4247371194069,-4.1493512277453135,0.0018291050495509373,33713.093465871178,-141.06341654314383,0.19980624975928407,-9.4373305183208592e-05,-303678.70037981588,1292.8137243477613,-1.8320080244508503,0.00086606435377427349,3572250.638669461,-22077.217350497027,39.292972329439181,-0.030877934285369224,737575.19047590531,-15037.148847623321,54.580223997621943,-0.090859442162960935
80314.716985087842,-316.71300401670305,0.41899149120408197,-0.00018482749254664088,-790284.70051405951,3141.1202973902255,-4.1595162455380716,0.0018370895631881073,33552.049877888523,-140.69548758890232,0.19973831341594561,-9.4555983708969824e-05,-302156.63403784484,1289.2746816361432,-1.8311505707973694,0.00086763086230742803,3666775.6566153988,-22779.18275613297,40.99766550217214,-0.032245492951134658,735777.53872316331,-15028.59061220556,54.603434860240327,-0.091010332554021023
