alfa1_1,alfa1_2,alfa1_3,alfa1_4,alfa2_1,alfa2_2,alfa2_3,alfa2_4,beta1_1,beta1_2,beta1_3,beta1_4,beta2_1,beta2_2,beta2_3,beta2_4,k_settle_1,k_settle_2,k_settle_3,k_settle_4,k_counter_1,k_counter_2,k_counter_3,k_counter_4
74895.833016918972,-332.8093109466281,0.49624279800754323,-0.00024671754713660038,-742250.1015352346,3325.7798507664411,-4.9646400812445677,0.0024717234114347009,31464.85548412241,-148.42829220276326,0.23714316349011,-0.00012633664490602908,-285154.2757556513,1369.7402822327713,-2.1900126461412697,0.0011680730811932834,3181698.6765397713,-22480.3447302524,45.954343893150508,-0.041226608377134877,633649.34019264393,-14886.637954724865,61.880876377160462,-0.11841321825412376
74501.582352632657,-331.98712849833828,0.49642974179258204,-0.00024751532297256906,-738141.36146952957,3316.8382358132658,-4.9654417088457592,0.0024791907524503165,31261.131000310183,-147.88731187966914,0.23698269984966913,-0.000126627573950433,-283267.0594446091,1364.7445049451817,-2.1885211010751675,0.0011707561354770933,3181107.5932709128,-22506.205229580286,46.078286834965184,-0.041387671643197232,631999.58522868156,-14877.520627941529,61.915445899288557,-0.11865180117295449
74133.321034902707,-331.13289237002027,0.49635263961808107,-0.0002480771645574989,-735844.83615916967,3314.4828872949438,-4.9738502769366448,0.0024893634868499576,31087.929936957546,-147.42210353500923,0.23683255615895149,-0.00012686652556748862,-281674.33665052801,1360.5044589262397,-2.1872158622920352,0.0011730073840275808,3176221.6102330014,-22491.037903790304,46.082003159487385,-0.041430988333860275,630858.37785115652,-14872.87028211038,61.95741616238729,-0.11887060738959621
72490.439050348476,-324.74502491005114,0.48828646289751987,-0.00024480385235831764,-715380.14732458815,3232.6806793372962,-4.8666315971474035,0.0024435353542524435,30879.236369479448,-146.86010442634506,0.23665099119077837,-0.00012715716520595929,-279775.86921936274,1355.4806062197822,-2.1857940129082252,0.0011758284209677297,3096464.5177197605,-21874.862811204919,44.475417600223864,-0.040047168653566279,628764.01918257773,-14857.73934977036,61.964005821845717,-0.11906702182425932
72107.221264423802,-323.74582276708679,0.4878883081084382,-0.00024515986204635271,-714511.48839216679,3235.7539884439611,-4.8818158586333027,0.0024564772476462077,30710.031100923195,-146.41719419698711,0.23654838589845184,-0.00012743153825809164,-278205.6230224045,1351.3723319354613,-2.1848005724002633,0.0011783343106088889,3192605.9533236548,-22685.950657888316,46.720664416919362,-0.042102248432108746,627649.37571182102,-14849.684666383982,61.98015593989885,-0.11922080314034855
24374.488135765772,-103.26705753070564,0.1488482623777081,-7.1519892571150594e-05,-263122.81762226345,1138.1948570338045,-1.6375604179214278,0.00078602386749199692,42507.171655914746,-195.93442192736984,0.30471197005228134,-0.00015798254268525186,-383500.157429168,1791.9184501011187,-2.7877170344392326,0.0014463871681988025,4309555.7577177826,-31664.71943472141,71.948722954646598,-0.06518597796957179,749902.39212550037,-17702.814101307711,81.95661213968242,-0.16546687147672401
24108.115491240518,-102.38188245337551,0.14796326579679508,-7.1283363587227276e-05,-260426.07840752369,1129.4889169070375,-1.6292622640652006,0.00078408164040026304,42234.268594335765,-195.2136094801026,0.30445835933143428,-0.00015830232621068599,-381151.21429403499,1786.0406366383686,-2.7864980774319221,0.001449881092336975,4367106.7379593793,-32189.358818868408,73.483047449578635,-0.066658588552278936,747882.90166000649,-17683.712560001266,81.937203804205183,-0.1656266271150395
23988.866850717226,-102.0826802928832,0.14785069216136471,-7.1383751366795554e-05,-259936.27749601938,1129.7496440076793,-1.6330703050147086,0.00078756802258604913,42004.150955394842,-194.60232538100536,0.30423748306512977,-0.00015856949968406225,-379163.74076172896,1781.0256007658027,-2.7853717457688205,0.0014527907565210496,4355904.0802768841,-32133.54459843901,73.412709678556098,-0.066669207761540561,746242.58426975645,-17669.12435877684,81.93020805247852,-0.16578158658520392
23828.28126260615,-101.65221298213146,0.14762053153052079,-7.1463197720560319e-05,-258926.82510186266,1128.3550565233436,-1.6353638188837429,0.0007907553992987839,41726.325136117637,-193.86331089664964,0.30397243119413986,-0.00015889702970542374,-376738.75158192217,1774.8486781923712,-2.7838599524801637,0.0014562673341585453,4335067.0475568417,-32003.821460355612,73.148120415246467,-0.066512725431548653,744300.1350511983,-17656.753108543606,81.964297613617873,-0.16608128038096215
23676.481698060408,-101.21806805064625,0.14732502339320419,-7.1482783596463206e-05,-257150.53683891147,1123.2489051158045,-1.6317525545410199,0.00079084526457709903,41504.411927249283,-193.29508969902963,0.30383406561401927,-0.00015921932204962172,-374703.9883130677,1769.6597895314117,-2.7826094805936208,0.0014592276752864314,4332878.2939173859,-32021.96388641838,73.271157083623393,-0.066690879215132864,743937.68782925233,-17659.096623410122,82.037964932493651,-0.16635880435435801
31034.577725223731,-131.04557047388334,0.18743477127947195,-8.9377952035942128e-05,-330501.75585741829,1419.2805217456007,-2.0282184295209476,0.00096689735611902618,40500.485238227993,-184.89291182336819,0.28494244949446568,-0.00014640255394657992,-365881.65667461231,1694.2442383307643,-2.611976392743891,0.0013430279478788033,4157219.2181544416,-29934.357186298585,66.055409675055103,-0.058897161516861474,750604.09674875438,-17342.612468242383,77.837438322610979,-0.15320140734196941
30360.268433560152,-128.51552536419877,0.18434274980443099,-8.8156100386591225e-05,-322268.90722947568,1387.9778966643244,-1.9892068993528618,0.00095105433402566109,40246.797220171429,-184.23783102007656,0.28473883835739855,-0.00014671348163207767,-363615.48915972933,1688.5486906985243,-2.6105858715867782,0.0013461261986981929,4156494.4794168845,-29962.051863061497,66.189809903994558,-0.059069782151603856,749340.56943256222,-17334.726584782096,77.871469239295266,-0.15343382066350175
30163.261886613909,-127.94096124284079,0.18391574643551323,-8.8142563829685452e-05,-320750.51831948105,1384.3707411451869,-1.9882273766828504,0.00095259614662843856,40032.808511881158,-183.68191414344983,0.28456032648004026,-0.0001469733021683961,-361687.96086745989,1683.642641844257,-2.6092461003681962,0.0013486656899572673,4191031.5111155957,-30284.484821465478,67.141394327445539,-0.059989502346357138,747036.59525608458,-17314.664775209967,77.848549187211802,-0.15357989000326588
30006.729182267096,-127.59583989974635,0.18390016079064253,-8.8366182810082489e-05,-320368.38331803633,1386.2653670118452,-1.9960341473810743,0.00095877586087267028,39773.812739655375,-183.00706012567025,0.28434233787046992,-0.00014728964140415732,-359339.9051721599,1677.6182658554026,-2.6075052670851449,0.0013517059867000324,4163327.1564989612,-30105.072037692385,66.7544095522411,-0.05973093828405851,745509.7256503161,-17306.783532435424,77.895787908174952,-0.15386638141320796
29825.663178635761,-127.09724668659328,0.18359626646154226,-8.8419984232484747e-05,-318739.87844824372,1382.3813197391573,-1.9949738054240527,0.00096044663988548856,39566.508380822837,-182.48678270399978,0.28423356522923626,-0.00014759683492148942,-357378.73121649493,1672.5973102753123,-2.6061195100134782,0.0013543253429912326,4152603.3840650618,-30047.680044936365,66.660387091657867,-0.05970196299106062,743608.64416184463,-17292.436650874472,77.902369367123811,-0.15406390204496256
40336.015352488495,-169.60550975596561,0.24067984406541854,-0.00011387463779764621,-419903.23029946256,1789.768300309046,-2.5397358437863886,0.0012021764278663145,38251.173102723435,-172.85369866538531,0.26387545701744131,-0.00013430495631646527,-345524.64078994095,1585.0363874953109,-2.4206544701267347,0.0012330254601888892,3981670.3520311229,-28020.993211303547,59.719928198108619,-0.052298465634938229,742439.51040610112,-16799.698889095802,72.603626104669956,-0.13886888518753704
39957.003453293815,-168.45190565882149,0.23970217778398251,-0.00011372529262498009,-415860.04107582103,1777.4842173374673,-2.5293097505012838,0.0012005724116017739,38017.313852661289,-172.26270212491727,0.26371368126573458,-0.00013460081365521473,-343348.19296815898,1579.5126593749083,-2.4190222918545103,0.0012356721343507598,3898322.1075370908,-27383.131193785492,58.091293250267142,-0.05092780044786549,740810.19457378425,-16789.827331453271,72.635215420069244,-0.13910206087008614
39218.454008225817,-165.68570967111373,0.2363219668399843,-0.00011238682510883967,-407182.2909243824,1744.5710449484468,-2.4883671091700137,0.0011839599884516556,37818.408449145034,-171.7544126870489,0.2635620515866961,-0.00013484419251943991,-341510.62454466242,1574.823681093003,-2.4175966617315225,0.0012378932129815563,3965945.3714566939,-27950.921955700964,59.637599648364642,-0.052317108121153533,739524.88372875378,-16782.422224935814,72.664845621573704,-0.13930082985572212
39040.803721073084,-165.34519603343506,0.23644141161045695,-0.000112732447303086,-406940.42141007725,1747.8691894748554,-2.4992584774526705,0.0011920916249646349,37576.932287242264,-171.13405101841272,0.26337183994713342,-0.00013513802515657466,-339287.0451384373,1569.1333973032743,-2.4158581858923966,0.0012405988871668251,3975905.0349294767,-28073.170221855515,60.0483940698781,-0.052752065964279782,738513.92984566651,-16779.79481023908,72.726852892058787,-0.13957399822714889
38862.670480785891,-164.94419946522248,0.23639230217619911,-0.0001129596364205683,-406260.27542541921,1748.784066745,-2.5060436506443864,0.0011979418677170589,37383.313786888495,-170.65447637788748,0.26327784186882752,-0.00013542131839529986,-337435.8036420783,1564.4173677824583,-2.4145086291274325,0.0012429511751140786,3949377.834818095,-27889.651953493885,59.620606050535628,-0.052429248226805891,736461.09446465038,-16767.70008059073,72.754189906028842,-0.13981827641982925
54731.660301276483,-228.97561823636352,0.32225112530687028,-0.00015121901643325164,-554700.2446925547,2345.5350564531473,-3.3032283749822398,0.0015516399750302515,35685.425531294197,-159.51818617265599,0.24111272478489809,-0.00012151434849100307,-322115.40855899267,1463.2417827632307,-2.2127064713054878,0.0011161160813921746,3736320.1868749931,-25546.886757940811,51.969996979457505,-0.044565759623754975,722318.27098921128,-16025.632733044476,66.045250182606651,-0.12222531425742944
54444.97972545214,-228.3758770862878,0.32227352208717974,-0.00015163751402410067,-552452.3606931176,2342.3096920797179,-3.307533673582995,0.001557830739276185,35466.902658385225,-158.9686727121989,0.24095660364899629,-0.00012177682508984072,-320096.73889247235,1458.1767358903526,-2.2112453258779539,0.0011185169611589163,3735511.9655645192,-25566.599209154025,52.069127881959389,-0.044693279517985185,721027.34055026434,-16020.215112537902,66.091720477944023,-0.12245734408230402
53897.764798501506,-226.58522686292781,0.32049464521830373,-0.00015115379942702914,-545766.36086087488,2319.5137110509386,-3.2831615363129174,0.0015500519631682988,35282.97568075452,-158.5029390368727,0.24081835145138086,-0.00012199477028064509,-318412.90714418888,1453.9524564991079,-2.2100553793431743,0.0011205619132216606,3639107.0450575724,-24845.580669142713,50.262121574773687,-0.043197937708936429,719707.18934533373,-16013.613015697134,66.124359018316682,-0.12265053555280403
52932.527307922021,-223.0936638072053,0.31641848394782102,-0.00014964043608328356,-535356.03463261575,2281.5056270243585,-3.2381583890522307,0.0015329887995775282,35058.653523167595,-157.93077976932909,0.24064076111379507,-0.00012225653197491318,-316369.92522589583,1448.8100451965365,-2.2085931286286922,0.0011230544791521017,3744762.0769997388,-25706.4203991869,52.550382845435138,-0.045205211365169085,717558.89686450176,-15999.149202592642,66.136578204282387,-0.12284817463018061
52873.135629882105,-223.31413053711003,0.31740747564585803,-0.00015042866446746128,-537470.64485189505,2295.2064484181319,-3.2642725197189861,0.00154850744005601,34878.646400065161,-157.48777932867233,0.24055059012402324,-0.00012250880753167381,-314670.29931361135,1444.5551296406702,-2.2074754205246947,0.001125224856908736,3713837.9374695271,-25493.946502206498,52.058825592973221,-0.044835593431488907,716471.85648285598,-15997.18297992539,66.196092375695343,-0.12309654940084735
78815.824677560478,-327.75861027782958,0.457251368363913,-0.00021270012970641544,-776282.86148783937,3254.1499102672242,-4.5447850865560895,0.0021169483065688471,32718.273806341924,-144.55910540209516,0.21624339251462033,-0.00010786323814968718,-296006.41944349743,1330.9221476622552,-1.9919165196994086,0.00099451891331023626,3430625.6785837635,-22637.459337792941,43.251086129013629,-0.036184597930331797,683001.1130858101,-14915.734492637246,57.701030829121009,-0.10268299089355115
78404.28559300676,-326.90481583071232,0.45727979030773724,-0.00021328248953446372,-772274.32376907393,3246.0176789930556,-4.5455491761845792,0.0021229683369899249,32519.885490809567,-144.06551538022177,0.21610541779435266,-0.00010809501709964711,-294207.38490220718,1326.539140464487,-1.9908931248763153,0.00099678245301740298,3428923.5637764186,-22653.15612111002,43.337392407641801,-0.036297429305431783,681732.05488547496,-14909.62136689591,57.734090186405183,-0.10286307245583171
78041.030103608966,-326.11575392637315,0.45721086287618107,-0.00021373443506750994,-770009.4500529319,3243.7894125061575,-4.5526483388919416,0.0021310687100436626,32351.403344999999,-143.64194439122366,0.21597766847288113,-0.00010828588216607593,-292690.31910352595,1322.8246026991292,-1.9899989524247061,0.00099868596046506428,3423542.7199445739,-22638.145172904711,43.342577030109169,-0.03633757391008452,680002.6164718736,-14899.333073321643,57.74762437758659,-0.1030135598794073
76430.659896951169,-320.26515989626932,0.45031018805148904,-0.00021112021279191817,-750070.82278963923,3169.3092090179125,-4.4614369759160581,0.0020946536568686724,32148.521424347535,-143.13111054426554,0.21582465184258126,-0.00010851872680369551,-290868.88876312785,1318.3698664047806,-1.988969772808467,0.0010010269628829387,3349529.5510222167,-22094.56012646138,42.005687421523817,-0.035252026366580425,678445.80612142943,-14890.416635540634,57.770761941495607,-0.10318558986759885
76049.987967925146,-319.33208097512397,0.44995053023497178,-0.00021139967821746236,-749129.01020095125,3171.7502912654163,-4.4739295334221367,0.0021047843563466173,31985.314214321785,-142.7344278179371,0.21574741907851092,-0.00010874270446092557,-289345.63171342481,1314.6551222249727,-1.9881667197734814,0.0010030472763571351,3439478.573504962,-22813.361416053143,43.879104992812472,-0.036863336390018486,676951.26396168768,-14882.490740667388,57.794233610064907,-0.10334965997624068
25673.563362017507,-102.28179008746793,0.13852943597482792,-6.2545509460225097e-05,-275456.6238731239,1119.4731103160484,-1.5132642090525099,0.00068246016493912938,44359.993095503189,-192.2973933803878,0.28115842309718175,-0.00013704868337614806,-398877.78188105114,1752.0449678108489,-2.562360842019558,0.0012498113662063604,4639789.2595517263,-31970.547857016354,68.150858737736684,-0.057814497039682972,815762.4264742732,-17895.080400194798,77.484239576120217,-0.14581682063464729
25406.798401188571,-101.4464230863141,0.13774034980911054,-6.2344517351765362e-05,-272806.2869920996,1111.4380818036789,-1.5060750331508004,0.00068088343988348832,44096.78226127103,-191.65251658134002,0.28096783186882135,-0.00013732369623248655,-396479.36532931216,1746.2066428592225,-2.5606845420702484,0.0012523520489627141,4697311.5977131221,-32464.882261220715,69.509481728253036,-0.059039537141406584,814375.86733310297,-17888.032742190408,77.526337535201264,-0.14605514994402946
25289.432772284141,-101.17109729948697,0.13764620120747573,-6.2428917439588932e-05,-272324.70763627207,1111.681147812762,-1.5093847514444931,0.00068372862863227187,43872.717775863595,-191.09660047725993,0.28078830665818089,-0.00013754744028824512,-394464.37139741145,1741.2894370205322,-2.5592690851669602,0.0012545023551493555,4686726.1039381195,-32419.369978832838,69.467986075369367,-0.059068204481809494,812968.97166160494,-17880.395822973602,77.558385360778175,-0.14626264951736423
25131.536415705224,-100.77550304571741,0.137451966043594,-6.2497374404093132e-05,-271341.12495299289,1110.4317081223726,-1.5114286347005965,0.00068635097300988844,43600.475051773712,-190.41724305946263,0.28056258787746202,-0.00013781659664234558,-392029.85545542277,1735.3397300413853,-2.5575690318475495,0.0012571340908934629,4665535.0843892321,-32294.137523217767,69.225468848040009,-0.05892982379116804,810146.8809306398,-17856.054512726725,77.527008194768541,-0.14640506493204364
24980.002325836103,-100.36730802299644,0.13718854015649207,-6.2511352079110995e-05,-269607.17613468878,1105.7707360787208,-1.5083734543180025,0.00068645996195263511,43382.172999095172,-189.89152949462732,0.28044105691189003,-0.00013807864313699139,-390004.81261264533,1730.4194079442677,-2.5562688488137937,0.0012594289986260013,4664485.6699901577,-32318.059380036793,69.348069175068133,-0.059086208185051226,809416.72376973741,-17856.445712075103,77.594092345253102,-0.14666129522919502
32681.965686969459,-129.74180182181408,0.17436163275341343,-7.8123638174511754e-05,-346124.05384867173,1396.4064591063398,-1.8748178175421693,0.00083970898632012431,42296.34446579311,-181.58001504610729,0.26306589071013775,-0.00012706369798852479,-380503.55720382929,1656.1826985287407,-2.4000939784087905,0.0011600454317302854,4470999.522101853,-30194.165370367991,62.510403001294094,-0.052194231068972863,816068.84319902584,-17528.191456605913,73.595038944672751,-0.13504594157172001
32011.602056025062,-127.37787326675425,0.17164611059848767,-7.7114822877946861e-05,-338052.57413136493,1367.592028551262,-1.8411060758436726,0.00082685979651779366,42047.113094126806,-180.97503557629534,0.26288915857008988,-0.00012731745223122301,-378251.37158039398,1650.7934630822856,-2.3986730322235559,0.0011624570185416044,4471080.2272122316,-30221.816618687619,62.626258845953146,-0.052329047409265084,814865.65603239462,-17523.486239295307,73.643967087065676,-0.13527840515673062
31815.870182828512,-126.84098818574239,0.17127005630791459,-7.7102563866823792e-05,-336544.5231676735,1364.2071194144337,-1.840194457327776,0.00082809295434128558,41835.087487075478,-180.45405135054534,0.26272337238359,-0.00012752425189054006,-376356.98798700329,1646.2446044223325,-2.3974590071982149,0.0011644913845204191,4504168.7943770811,-30514.640534921782,63.44182357074817,-0.053071203096066888,812290.04048472829,-17501.626175203623,73.61210745827816,-0.13538338657018545
31663.759263437241,-126.53190451828959,0.17127278423432024,-7.7293518853095017e-05,-336162.04073234648,1365.9381483346187,-1.8469513251290515,0.00083312517832157505,41577.625444385223,-179.81815974357232,0.26251603151175118,-0.00012777355215759512,-374065.54601251706,1640.7306448303061,-2.395988523131102,0.0011669742253284827,4478357.924690187,-30360.66898446728,63.136695700839539,-0.052887133247864038,811196.84012616239,-17497.096686815377,73.657948862704643,-0.13560326490679731
31484.781076842919,-126.07004546790631,0.17101053925812337,-7.7339388956549314e-05,-334565.59799834155,1362.3782876461264,-1.8460766788876306,0.00083450964799117872,41371.319069539197,-179.32670191980287,0.26240588615469562,-0.00012801643910204108,-372157.96079136617,1636.1643262865691,-2.3948622242479018,0.001169132947470692,4466971.6810560375,-30303.917349546187,63.05011275074304,-0.05286263355713694,810007.61101297662,-17493.130243795167,73.707400452532966,-0.13583162118421943
42507.494743363466,-168.00745575857582,0.2239997402167262,-9.9577466313983953e-05,-440274.75679264497,1762.9454122846983,-2.3502334383988952,0.0010451383945201745,39949.51070171874,-169.75546726294488,0.24359449594372506,-0.00011654419432217608,-359850.81168693211,1551.4853612476581,-2.2270016353665625,0.0010662114699205825,4276619.6236227527,-28218.77685564055,56.405316054786113,-0.046250140560425146,807253.66549654491,-16979.75605778856,68.660444585572236,-0.12244093448148186
